WDID,Admin,Decree,Source
5100699,12053,12,FRASER RIVER
5100699,99999.99999,999,FRASER RIVER
5100700,12296,8,SAINT LOUIS CREEK
5100700,20676.12266,3,SAINT LOUIS CREEK
5100728,31259.30133,70,HAMILTON CREEK
5100763,20676.13818,11,COLORADO RIVER
5100763,33063.12023,24,COLORADO RIVER
5100763,33433.33151,10,COLORADO RIVER
5100763,34241.18263,2,COLORADO RIVER
5100763,34241.18263,8,COLORADO RIVER
5100763,34241.18263,10,COLORADO RIVER
5100763,99999.99999,999,COLORADO RIVER
5100788,19635,14.5,WILLIAMS FORK
5100788,26429,11.5,WILLIAMS FORK
5100810,22061,25,CORRAL CREEK
5100826,12904,3,FRASER RIVER
5100826,14245,3.75,FRASER RIVER
5100826,18627,3.25,FRASER RIVER
5100826,34241.29417,6,FRASER RIVER
5100829,14056,4,SAINT LOUIS CREEK
5100829,20676.14056,1,SAINT LOUIS CREEK
5100829,99999.99999,999,SAINT LOUIS CREEK
5100831,20676.11504,2,FRASER RIVER
5100831,20676.12919,6.9,FRASER RIVER
5100831,34241.11504,2,FRASER RIVER
5100831,99999.99999,999,FRASER RIVER
5100848,18941,150,COLORADO RIVER
5100858,23454.22456,8.5,CORRAL CREEK
5100858,30870.27453,3.5,CORRAL CREEK
5100858,34241.25719,2,CORRAL CREEK
5100876,99999.99999,999,FRASER RIVER
5100880_D,20676.14015,7.75,COLORADO RIVER
5100880_D,33663.14015,7,COLORADO RIVER
5100880_D,37566.3599,10,COLORADO RIVER
5100880_D,99999.99999,999,COLORADO RIVER
5100883,20676.12784,3.75,COLORADO RIVER
5100883,30870.23496,5,COLORADO RIVER
5100883,34638,10,COLORADO RIVER
5100883,99999.99999,999,COLORADO RIVER
5100893,15129,10,COLORADO RIVER
5100893,20676.1473,5,COLORADO RIVER
5100893,21670,2.13,COLORADO RIVER
5100893,30870.2097,4,COLORADO RIVER
5100893,30870.21336,3,COLORADO RIVER
5100893,99999.99999,999,COLORADO RIVER
5100924,21125,76.8,LITTLE MUDDY CREEK
5100934,12942,5.7,TRAIL CREEK
5100934,31350,4,TRAIL CREEK
5100934,99999.99999,999,TRAIL CREEK
5100939,13667,3,COLORADO RIVER
5100939,36280,2,COLORADO RIVER
5100939,39095.3628,9.5,COLORADO RIVER
5100939,99999.99999,999,COLORADO RIVER
5100941,21814,63.5,STRAWBERRY CREEK
5100948,19410,20,STRAWBERRY CREEK
5100958,31258,400,WILLOW CREEK
5101070,99999.99999,999,WILLIAMS FORK
5101148,34241.18263,13.84,COLORADO RIVER
5101149,34241.18263,13.84,COLORADO RIVER
5101231,21814.00001,131.88,MEADOW CREEK
5101237,39095.38998,295,WILLIAMS FORK
5101269,30870.26117,180,RANCH CREEK
5101309_D,30870.26117,25.22,SAINT LOUIS CREEK
5101309_D,30870.26117,214,SAINT LOUIS CREEK
5101310,30870.26117,105,VASQUEZ CREEK
5103709HU,99999.99999,0,WILLIAMS FORK
5104601,14854,524.6,COLORADO RIVER
5104603,30870.26117,214,COLORADO RIVER
5104625,20676.19173,53.4,FRASER RIVER
5104634,31258,550,EAST INLET
5104655,99999.99999,0,EAST INLET
5104700,47671.00001,300,COLORADO RIVER
5104700,47671.00002,100,COLORADO RIVER
5104700,47671.00003,200,COLORADO RIVER
51_ADC001,14420,4.33,#N/A
51_ADC001,15754,16.17,#N/A
51_ADC001,20642,20.2,#N/A
51_ADC001,34681,3.91,#N/A
51_ADC001,27659,5.6,#N/A
51_ADC001,99999.99999,999,#N/A
51_ADC002,12580,16.14,#N/A
51_ADC002,19904,3,#N/A
51_ADC002,14458,1.5,#N/A
51_ADC002,23531,6.23,#N/A
51_ADC002,26098,7.32,#N/A
51_ADC002,99999.99999,999,#N/A
51_ADC003,14001,8,#N/A
51_ADC003,18520,10.5,#N/A
51_ADC003,21565,8.25,#N/A
51_ADC003,29371,4.75,#N/A
51_ADC003,99999.99999,999,#N/A
51_ADC004,13359,19.63,#N/A
51_ADC004,17863,13.5,#N/A
51_ADC004,14292,3,#N/A
51_ADC004,31928,1.5,#N/A
51_ADC004,41027,3,#N/A
51_ADC004,50403,2,#N/A
51_ADC005,13064,48.08,#N/A
51_ADC005,18358,3.5,#N/A
51_ADC005,18790,2.5,#N/A
51_ADC005,21291,4,#N/A
51_ADC005,29963,13.85,#N/A
51_ADC005,41027,2,#N/A
51_ADC006,13601,3,#N/A
51_ADC006,13001,8.88,#N/A
51_ADC006,26746,4,#N/A
51_ADC006,22339,21.3,#N/A
51_ADC006,36280,1,#N/A
51_ADC006,28877,2,#N/A
51_ADC006,99999.99999,999,#N/A
51_ADC007,13110,4.75,#N/A
51_ADC007,19787,2.5,#N/A
51_ADC007,22916,13.75,#N/A
51_ADC007,26953,19.48,#N/A
51_ADC007,41527,6.8,#N/A
51_ADC007,45076,1,#N/A
51_ADC007,32506,1,#N/A
51_ADC007,99999.99999,999,#N/A
51_ADC008,12443,11.7,#N/A
51_ADC008,19425,2,#N/A
51_ADC008,18510,14.38,#N/A
51_ADC008,44873,11.25,#N/A
51_ADC008,99999.99999,999,#N/A
51_ADC009,14380,3.25,#N/A
51_ADC009,17318,2,#N/A
51_ADC009,17670,33.75,#N/A
51_ADC009,22124,3.38,#N/A
51_ADC009,29403,8,#N/A
51_ADC010,12062,4.75,#N/A
51_ADC010,16192,2.5,#N/A
51_ADC010,15953,22.21,#N/A
51_ADC010,22203,9.87,#N/A
51_ADC011,12929,6.25,#N/A
51_ADC011,18074,15.39,#N/A
51_ADC011,24267,13,#N/A
51_ADC011,29927,13.5,#N/A
51_ADC011,52852,7.5,#N/A
51_ADC011,99999.99999,999,#N/A
5200559,13635,2.8,SHEEPHORN CREEK
5200559,19790.18414,0.5,SHEEPHORN CREEK
5200559,29437.21701,8.51,SHEEPHORN CREEK
5200559,99999.99999,999,SHEEPHORN CREEK
5200572,14411,1.6,SHEEPHORN CREEK
5200572,19790.14429,2.4,SHEEPHORN CREEK
5200572,24262.24262,2.7,SHEEPHORN CREEK
5200572,29437.21002,5.94,SHEEPHORN CREEK
5200658,12407,4,SHEEPHORN CREEK
5200658,13825,1.8,SHEEPHORN CREEK
5200658,29437.28258,10.88,SHEEPHORN CREEK
5200658,99999.99999,999,SHEEPHORN CREEK
5200731,13985,0.5,COLORADO RIVER
5200731,14774,4.8,COLORADO RIVER
5200731,20427.19244,9.9,COLORADO RIVER
52_ADC021,14047,24,#N/A
52_ADC021,17696,18.5,#N/A
52_ADC021,17152,17.1,#N/A
52_ADC021,23551,79.1,#N/A
52_ADC021,31267,3.22,#N/A
52_ADC021,27529,35.28,#N/A
52_ADC021,42694,10.35,#N/A
52_ADC027,13593,4.2,#N/A
52_ADC027,14857,6.4,#N/A
52_ADC027,21275,3,#N/A
52_ADC027,27205,39.93,#N/A
52_ADC027,34033,23.63,#N/A
52_ADC027,40393,6,#N/A
52_ADC027,36675,4,#N/A
52_ADC027,49716,2,#N/A
5300555_D,12656,2.5,DERBY CREEK
5300555_D,12659,24,DERBY CREEK
5300555_D,33023.273,5.5,DERBY CREEK
5300555_D,47481.12655,4,DERBY CREEK
5300555_D,99999.99999,999,DERBY CREEK
5300584,20427.18999,1250,HORSE CREEK
5300584,33023.28989,158,HORSE CREEK
5300585,19573.1368,12,NO NAME CREEK
5300585,33023.31607,3,NO NAME CREEK
5300621,14807,3.2,EGERIA CREEK
5300621,35686,12.8,EGERIA CREEK
5300632,20660,1.9,SWEETWATER CREEK
5300632,26327.2351,2,SWEETWATER CREEK
5300632,99999.99999,999,SWEETWATER CREEK
5300657,20314.19318,25,ROCK CREEK
5300678,27925.24026,31.76,SOUTH FORK DERBY CREEK
5300767_D,20427.19252,11.3,SWEETWATER CREEK
5300767_D,35205,3,SWEETWATER CREEK
5300767_D,37753,6,SWEETWATER CREEK
5300780,22232.21807,3.1,DERBY CREEK
5300780,22705,11.93,DERBY CREEK
5300780,37513,6.37,DERBY CREEK
5300783,26107.23121,2,EGERIA CREEK
5300783,99999.99999,999,EGERIA CREEK
5300800,15928,28.8,DERBY CREEK
5300800,37773,3.2,DERBY CREEK
5300883,20427.19199,8.7,RED DIRT CREEK
5300883,33023.26662,3,RED DIRT CREEK
5301051,20427.19858,8,GRIZZLY CREEK
5301051,33023.31607,3,GRIZZLY CREEK
5301051,19573.1368,12,GRIZZLY CREEK
5301082,25376.18808,4.8,EGERIA CREEK
53_ADC022,12237,4,#N/A
53_ADC022,17237,3.57,#N/A
53_ADC022,19143,1.6,#N/A
53_ADC022,16240,4.42,#N/A
53_ADC022,20235,8,#N/A
53_ADC023,12876,20.3,#N/A
53_ADC023,19488,1.6,#N/A
53_ADC023,22460,1.38,#N/A
53_ADC023,23525,6.55,#N/A
53_ADC024,13614,14,#N/A
53_ADC024,1,9.87,#N/A
53_ADC024,23121,1.37,#N/A
53_ADC024,16437,5,#N/A
53_ADC024,19722,5.25,#N/A
53_ADC024,42131,4.78,#N/A
53_ADC024,45941,7,#N/A
53_ADC024,99999.99999,999,#N/A
53_ADC025,13699,10.6,#N/A
53_ADC025,14333,4.3,#N/A
53_ADC025,23131,7.6,#N/A
53_ADC025,36705,3,#N/A
53_ADC025,42558,4,#N/A
53_ADC026,13983,10.91,#N/A
53_ADC026,17631,8.8,#N/A
53_ADC026,16974,7.6,#N/A
53_ADC026,25515,3,#N/A
53_ADC026,27519,25.7,#N/A
53_ADC026,30801,6,#N/A
53_ADC026,28762,2,#N/A
53_ADC026,42976,3.8,#N/A
53_ADC028,13487,54.76,#N/A
53_ADC028,32904,34.1,#N/A
53_ADC028,43934,2.5,#N/A
53_ADC028,48293,4.4,#N/A
53_ADC028,99999.99999,999,#N/A
53_ADC032,14076,19.64,#N/A
53_ADC032,16780,23.63,#N/A
53_ADC032,20111,9.96,#N/A
53_ADC032,24998,28.7,#N/A
53_ADC032,31532,1.16,#N/A
53_ADC032,30835,55.02,#N/A
53_ADC032,41238,8,#N/A
53_ADC032,42885,3,#N/A
53_ADC032,44575,3.65,#N/A
53_ADC032,99999.99999,999,#N/A
7000520,37103,100,COLORADO RIVER
7000521,13248,7.3,CLEAR CREEK
7000521,13308,0.8,CLEAR CREEK
7000521,13437,1.6,CLEAR CREEK
7000521,13581,1.8,CLEAR CREEK
7000521,14001,0.8,CLEAR CREEK
7000521,27132.27059,38.13,CLEAR CREEK
7000530,12738,4,ROAN CREEK
7000530,13280,5,ROAN CREEK
7000530,13959,2.8,ROAN CREEK
7000530,27132.27059,21.2,ROAN CREEK
7000550,14911,9.7,ROAN CREEK
7000550,16162,0.6,ROAN CREEK
7000550,24792.22102,2,ROAN CREEK
7000550,99999.99999,999,ROAN CREEK
7000558,31787.31592,50,COLORADO RIVER
7000571,22965.21341,6.1,ROAN CREEK
7000571,27132.27059,5.46,ROAN CREEK
7000580,12477,6,ROAN CREEK
7000580,12712,1,ROAN CREEK
7000580,13223,3.3,ROAN CREEK
7000580,13535,15,ROAN CREEK
7000580,27132.27059,6.1,ROAN CREEK
7000580,43829.41943,6,ROAN CREEK
7000583_D,12672,7,ROAN CREEK
7000583_D,12712,1,ROAN CREEK
7000583_D,13468,3.5,ROAN CREEK
7000583_D,27132.27059,2.9,ROAN CREEK
7000583_D,54056.4252,1.45,ROAN CREEK
7000584,12705,2.6,ROAN CREEK
7000584,13195,4,ROAN CREEK
7000584,18313.13772,0.8,ROAN CREEK
7000584,99999.99999,999,ROAN CREEK
7000596,12641,2.25,CARR CREEK
7000596,13102,0.9,CARR CREEK
7000596,13634,1.13,CARR CREEK
7000596,27132.27059,9.98,CARR CREEK
70FD1,99999,0,#N/A
70FD2,99999,0,#N/A
70_ADC049,13282,25.2,#N/A
70_ADC049,17145,3,#N/A
70_ADC049,25855,80.01,#N/A
70_ADC049,27545,1.5,#N/A
70_ADC050,13429,24.4,#N/A
70_ADC050,21819,0.5,#N/A
70_ADC050,23066,28.44,#N/A
7200512_D,36706,10,COLORADO RIVER
7200512_D,55517.51768,10,COLORADO RIVER
7200514,14058,8.05,MESA CREEK
7200533,14122,13.16,BIG CREEK
7200533,14221,1.35,BIG CREEK
7200533,30895.14122,2.6,BIG CREEK
7200533,30895.24272,2.21,BIG CREEK
7200533,32811,7.43,BIG CREEK
7200533,99999.99999,999,BIG CREEK
7200542,1,45,MESA CREEK
7200557,30895.24262,4.08,BULL CREEK
7200557,30895.27168,1.04,BULL CREEK
7200557,31849,5.85,BULL CREEK
7200557,32811,1.82,BULL CREEK
7200558,12053,6.66,BULL CREEK
7200558,22729.18353,2,BULL CREEK
7200558,22995.15582,1.89,BULL CREEK
7200558,30895.13584,2,BULL CREEK
7200558,30895.23498,0.36,BULL CREEK
7200558,32811,3.13,BULL CREEK
7200558,54056.48882,0.5,BULL CREEK
7200574,14123,6.82,BIG CREEK
7200574,14149,2.13,BIG CREEK
7200574,14149,0.36,BIG CREEK
7200574,30895.14123,1.1,BIG CREEK
7200574,34419.32821,4.17,BIG CREEK
7200580,13129,0.25,KIMBALL CREEK
7200580,13162,1.96,KIMBALL CREEK
7200580,14122,3.49,KIMBALL CREEK
7200580,28269.21385,0.17,KIMBALL CREEK
7200580,30895.13496,1.5,KIMBALL CREEK
7200580,30895.24211,1.5,KIMBALL CREEK
7200580,32811,3.21,KIMBALL CREEK
7200580,99999.99999,999,KIMBALL CREEK
7200583,1,28,CHENEY CREEK
7200607,22995.16833,4.05,BIG CREEK
7200607,30895.24227,1.04,BIG CREEK
7200607,30895.24637,0.9,BIG CREEK
7200607,32811,2.21,BIG CREEK
7200616,22995.20605,4.09,PLATEAU CREEK
7200616,22995.22197,4.95,PLATEAU CREEK
7200616,30895.23583,0.45,PLATEAU CREEK
7200616,30895.24601,0.81,PLATEAU CREEK
7200616,30895.24957,1.04,PLATEAU CREEK
7200616,32811,4.52,PLATEAU CREEK
7200616,36746,20.5,PLATEAU CREEK
7200628,18749.14411,1.8,PLATEAU CREEK
7200628,22995.20157,3.6,PLATEAU CREEK
7200628,30895.14411,2.5,PLATEAU CREEK
7200628,30895.23636,3.69,PLATEAU CREEK
7200628,32811,4.04,PLATEAU CREEK
7200643,22995.14731,3.69,BIG CREEK
7200643,22995.17384,2.16,BIG CREEK
7200643,30895.14745,0.91,BIG CREEK
7200643,30895.23861,1.17,BIG CREEK
7200643,32811,3.14,BIG CREEK
7200643,34803,1.2,BIG CREEK
7200644,35476,23.38,BIG CREEK
7200645,22729.11922,520.81,COLORADO RIVER
7200645,30895.11922,300,COLORADO RIVER
7200645,30895.23491,119.47,COLORADO RIVER
7200645,99999.99999,999,COLORADO RIVER
7200646,22729.14519,80,COLORADO RIVER
7200646,22729.18536,10.2,COLORADO RIVER
7200646,22729.21116,450,COLORADO RIVER
7200646,22729.21241,730,COLORADO RIVER
7200646,30895.21241,800,COLORADO RIVER
7200646,30895.24988,23.5,COLORADO RIVER
7200646,22729.19544,40,COLORADO RIVER
7200646,99999.90009,400,COLORADO RIVER
7200646,100000.1,999,COLORADO RIVER
7200646_I,22729.14519,80,COLORADO RIVER
7200649,13030,2.13,GROVE CREEK
7200649,14149,5.4,GROVE CREEK
7200649,14149,0.36,GROVE CREEK
7200649,30895.16718,1,GROVE CREEK
7200649,30895.23515,2.6,GROVE CREEK
7200649,30895.24246,2.6,GROVE CREEK
7200649,34419.27528,3.41,GROVE CREEK
7200652,18749.14392,1.55,BUZZARD CREEK
7200652,22995.14392,3.49,BUZZARD CREEK
7200652,22995.17653,2.16,BUZZARD CREEK
7200652,30895.26449,0.52,BUZZARD CREEK
7200652,34419.25688,4.36,BUZZARD CREEK
7200703,18749.14154,11.07,PLATEAU CREEK
7200703,18749.15117,0.72,PLATEAU CREEK
7200703,18749.17653,0.27,PLATEAU CREEK
7200703,30895.14154,6,PLATEAU CREEK
7200703,30895.25322,2.1,PLATEAU CREEK
7200703,32811,8.04,PLATEAU CREEK
7200721,14149,4.21,BIG CREEK
7200721,14149,0.72,BIG CREEK
7200721,30895.14648,0.53,BIG CREEK
7200721,30895.24288,1.44,BIG CREEK
7200721,32811,2.85,BIG CREEK
7200729,22729.16376,0.24,BIG CREEK
7200729,22995.14397,2.16,BIG CREEK
7200729,22995.16556,2.16,BIG CREEK
7200729,30895.14416,0.5,BIG CREEK
7200729,30895.24227,1.39,BIG CREEK
7200729,32811,3.13,BIG CREEK
7200730_D,18749.18486,2.88,LEON CREEK
7200730_D,30895.23608,1.56,LEON CREEK
7200730_D,30895.25468,10.4,LEON CREEK
7200730_D,37037,18,LEON CREEK
7200731,14128,4.41,MESA CREEK
7200731,14138,2.25,MESA CREEK
7200731,18749.16588,2.02,MESA CREEK
7200731,30895.24255,1.04,MESA CREEK
7200731,30895.24256,3.77,MESA CREEK
7200731,30895.24262,0.52,MESA CREEK
7200731,32811,5.28,MESA CREEK
7200744,18749.14773,6.21,LEON CREEK
7200744,22995.19509,7.2,LEON CREEK
7200744,32811,3.33,LEON CREEK
7200746,37486,350,LEON CREEK
7200746,44194.43247,100,LEON CREEK
7200764,30895.29033,2.6,RAPID CREEK
7200764,34419.33723,4,RAPID CREEK
7200764,48942.48333,8,RAPID CREEK
7200764_I,48942.48333,8,RAPID CREEK
7200764_I,48942.48333,8,RAPID CREEK
7200766,12753,4.03,MESA CREEK
7200766,30895.12724,1.95,MESA CREEK
7200766,30895.2426,0.74,MESA CREEK
7200766,32811,2.12,MESA CREEK
7200766_I,12753,4.03,MESA CREEK
7200766_I,30895.12724,1.95,MESA CREEK
7200766_I,30895.2426,0.74,MESA CREEK
7200766_I,32811,2.12,MESA CREEK
7200784,13780,16.62,MESA CREEK
7200784,30895.12336,6.5,MESA CREEK
7200784,32811,0.84,MESA CREEK
7200799,13891,18.72,COTTONWOOD CREEK
7200799,14130,2.49,COTTONWOOD CREEK
7200799,22995.14154,1.44,COTTONWOOD CREEK
7200799,22995.1598,0.81,COTTONWOOD CREEK
7200799,30895.13098,5,COTTONWOOD CREEK
7200799,30895.24623,3.6,COTTONWOOD CREEK
7200799,50038.49281,1.41,COTTONWOOD CREEK
7200799,58804.58731,0.5,COTTONWOOD CREEK
7200807,99999.99999,999,BULL CREEK
7200813,22729.21116,0,COLORADO RIVER
7200813BP,30895.23492,1100,COLORADO RIVER
7200813BP,999998,1100,COLORADO RIVER
7200813CH,999999,640,COLORADO RIVER
7200813PP,99999.99999,0,COLORADO RIVER
7200813PW,99999.99999,0,COLORADO RIVER
7200816,12797,1.44,PLATEAU CREEK
7200816,14222,3.55,PLATEAU CREEK
7200818,13755,11.23,BIG CREEK
7200818,30895.12311,3,BIG CREEK
7200818,34419.12311,6,BIG CREEK
7200820_D,30895.23492,6.5,PLATEAU CREEK
7200820_D,41500,100,PLATEAU CREEK
7200821,22995.16192,2.11,COTTONWOOD CREEK
7200821,22995.17015,3.13,COTTONWOOD CREEK
7200821,30895.16206,0.78,COTTONWOOD CREEK
7200821,30895.27727,0.65,COTTONWOOD CREEK
7200823,14140,1.98,COTTONWOOD CREEK
7200823,22995.18407,3.1,COTTONWOOD CREEK
7200823,22995.20969,1.48,COTTONWOOD CREEK
7200823,30895.20953,1.5,COTTONWOOD CREEK
7200823,30895.2791,2.7,COTTONWOOD CREEK
7200823,32811,1.2,COTTONWOOD CREEK
7200831,13788,5.58,BULL CREEK
7200831,14149,1.27,BULL CREEK
7200831,14149,0.36,BULL CREEK
7200831,22995.14975,0.72,BULL CREEK
7200831,22995.16003,1.8,BULL CREEK
7200831,30895.16007,1.3,BULL CREEK
7200831,30895.23877,0.9,BULL CREEK
7200831,30895.25355,0.81,BULL CREEK
7200831,32811,2.08,BULL CREEK
7200852_D,22729.16376,7.57,BIG CREEK
7200852_D,22995.22279,1.44,BIG CREEK
7200852_D,30895.22121,0.65,BIG CREEK
7200852_D,30895.23582,1.3,BIG CREEK
7200852_D,30895.27927,4.68,BIG CREEK
7200852_D,34419.27514,3.54,BIG CREEK
7200870,14102,15.7,BIG CREEK
7200870,14102,1.78,BIG CREEK
7200870,22995.15127,2.65,BIG CREEK
7200870,30895.14102,3.5,BIG CREEK
7200870,32811,9.02,BIG CREEK
7200879,37486,240,PLATEAU CREEK
7200911,13771,3.85,BIG CREEK
7200911,30895.24264,1.85,BIG CREEK
7200911,32811,2.55,BIG CREEK
7200911,99999.99999,999,BIG CREEK
7200920,38847,20,PLATEAU CREEK
7200920,40013.39608,30,PLATEAU CREEK
7200933,13780,9.65,MESA CREEK
7200933,30895.14892,3.91,MESA CREEK
7200938,14102,13.38,BIG CREEK
7200938,14102,2.95,BIG CREEK
7200938,30895.13093,3,BIG CREEK
7200938,30895.24662,1.03,BIG CREEK
7200938,32811,7.76,BIG CREEK
7201233,40013.38954,18.54,BUZZARD CREEK
7201329_D,41791,15,COLORADO RIVER
7201330,41791,14,COLORADO RIVER
7201334,46751.46599,11,MESA CREEK
7201339,46995,4.1,COON CREEK
7201478,37503.3677,56,COLORADO RIVER
7201487,38846.99999,20,COTTONWOOD CREEK
7201487,40013.39607,30,COTTONWOOD CREEK
7201523,37780,57.25,COLORADO RIVER
7201574,51134.41195,1,COON CREEK
7202003,99999.92,0,LEACH CREEK
7202003,99999.92,0,LEACH CREEK
7202003_M,99999.91,0,LEACH CREEK
7204715,22995.18425,54,MIDDLE LEON CREEK
7204721,22995.20976,9,OWENS CREEK
7204721,23177,9.9,OWENS CREEK
72_ADC051,14374,4.95,#N/A
72_ADC051,20605,2.73,#N/A
72_ADC051,28805,2.54,#N/A
72_ADC051,31571,2,#N/A
72_ADC051,33370,12.57,#N/A
72_ADC051,34752,3,#N/A
72_ADC051,50556,10,#N/A
72_ADC052,14150,1.46,#N/A
72_ADC052,15055,13.24,#N/A
72_ADC052,22340,2.72,#N/A
72_ADC052,23609,4.15,#N/A
72_ADC052,32811,7.76,#N/A
72_ADC053,14061,5.81,#N/A
72_ADC053,15845,6.06,#N/A
72_ADC053,13336,2.5,#N/A
72_ADC053,25214,12,#N/A
72_ADC053,32210,12.55,#N/A
72_ADC053,33581,0.66,#N/A
72_ADC053,51790,1.5,#N/A
72_ADC054,19325,9.18,#N/A
72_ADC054,25575,14.61,#N/A
72_ADC054,33317,14.02,#N/A
72_ADC054,35292,3.63,#N/A
72_ADC054,45724,4,#N/A
72_ADC055,14006,8.58,#N/A
72_ADC055,16867,5.4,#N/A
72_ADC055,19204,14.24,#N/A
72_ADC055,25261,12.91,#N/A
72_ADC055,31304,18.1,#N/A
72_ADC055,42564,1.5,#N/A
72_ADC055,29340,3,#N/A
72_ADC056,13543,4.22,#N/A
72_ADC056,14154,1.72,#N/A
72_ADC056,13466,2.4,#N/A
72_ADC056,24678,11.02,#N/A
72_ADC056,27304,8.69,#N/A
72_ADC056,33358,0.5,#N/A
72_ADC057,13449,4.88,#N/A
72_ADC057,18093,9.91,#N/A
72_ADC057,24595,6.05,#N/A
72_ADC057,32811,0.97,#N/A
72_ADC057,21550,0.03,#N/A
72_ADC058,12834,5.13,#N/A
72_ADC058,14121,1.63,#N/A
72_ADC058,17623,0.7,#N/A
72_ADC058,20752,3.06,#N/A
72_ADC058,24211,1.02,#N/A
72_ADC058,32811,1.25,#N/A
72_ADC058,17288,1.15,#N/A
72_ADC058,50503,2,#N/A
72_ADC059,14544,1.44,#N/A
72_ADC059,15912,3.45,#N/A
72_ADC059,15899,10.22,#N/A
72_ADC059,24376,10.05,#N/A
72_ADC059,31509,7.97,#N/A
72_ADC059,30808,5.46,#N/A
72_ADC059,28128,4.91,#N/A
72_ADC059,29371,1,#N/A
72_ADC060,13989,14.96,#N/A
72_ADC060,14793,11.27,#N/A
72_ADC060,23592,0.26,#N/A
72_ADC060,28020,4.61,#N/A
72_ADC061,13976,1.07,#N/A
72_ADC061,15187,2.25,#N/A
72_ADC061,17076,0.65,#N/A
72_ADC061,26347,15.22,#N/A
72_ADC061,32811,3.44,#N/A
72_ADC061,31516,0.55,#N/A
72_ADC061,46265,2,#N/A
72_ADC061,40177,1,#N/A
72_ADC062,17529,5.47,#N/A
72_ADC062,20827,3.11,#N/A
72_ADC062,24368,13.91,#N/A
72_ADC062,33149,4.93,#N/A
72_ADC062,35063,0.29,#N/A
72_ADC062,34894,1,#N/A
72_ADC063,14058,2.65,#N/A
72_ADC063,15521,5.58,#N/A
72_ADC063,17377,5.92,#N/A
72_ADC063,29496,0.72,#N/A
72_ADC063,24434,7.24,#N/A
72_ADC063,42718,2.63,#N/A
72_ADC064,14775,1.91,#N/A
72_ADC064,17231,0.94,#N/A
72_ADC064,23624,4.16,#N/A
72_ADC064,19722,0.58,#N/A
72_ADC064,47686,0.18,#N/A
72_ADC064,36269,2.69,#N/A
72_ADC065,12808,6.37,#N/A
72_ADC065,17333,4.2,#N/A
72_ADC065,22035,9.99,#N/A
72_ADC065,23259,13.85,#N/A
72_ADC065,33451,17.03,#N/A
72_ADC065,40598,2.5,#N/A
72_ADC065,45802,4,#N/A
72_ADC065,33237,0.5,#N/A
72_ADC065,46366,11.35,#N/A
72_AMC001,1,0,#N/A
72_GJMun,1,999,#N/A
72_UWCD,99999.99999,0,#N/A
ChevDem,99999.99999,0,#N/A
MoffatBF,99999.99999,0,#N/A
